chembl_id,assay_type,molregno_num,confidence_score
CHEMBL643567,B,36,5
CHEMBL645176,B,42,5
CHEMBL640531,B,40,5
CHEMBL648763,B,46,5
CHEMBL652450,B,53,5
CHEMBL652457,B,37,5
CHEMBL651677,B,36,5
CHEMBL652364,B,62,5
CHEMBL651176,B,49,5
CHEMBL651179,B,64,5
CHEMBL651184,B,57,5
CHEMBL650180,B,68,5
CHEMBL650465,B,36,5
CHEMBL650466,B,49,5
CHEMBL654248,B,42,5
CHEMBL653027,B,41,5
CHEMBL674565,B,34,5
CHEMBL682072,B,40,5
CHEMBL680071,B,35,5
CHEMBL680654,B,33,5
CHEMBL680658,B,47,5
CHEMBL685962,B,34,5
CHEMBL685373,B,47,5
CHEMBL679569,B,42,5
CHEMBL693168,B,37,5
CHEMBL695138,B,41,5
CHEMBL695141,B,40,5
CHEMBL697247,B,39,5
CHEMBL702879,F,33,5
CHEMBL701312,F,42,5
CHEMBL704881,F,45,5
CHEMBL883891,F,64,5
CHEMBL732617,B,44,5
CHEMBL858263,B,33,5
CHEMBL747988,B,62,5
CHEMBL872743,F,47,5
CHEMBL757000,F,43,5
CHEMBL757001,F,43,5
CHEMBL770300,B,35,5
CHEMBL769344,B,56,5
CHEMBL774080,F,113,5
CHEMBL776604,F,40,5
CHEMBL780515,F,33,5
CHEMBL781696,F,33,5
CHEMBL784580,F,54,5
CHEMBL785609,F,36,5
CHEMBL794261,F,39,5
CHEMBL789194,F,58,5
CHEMBL809059,B,38,5
CHEMBL818981,B,34,5
CHEMBL819306,B,57,5
CHEMBL819324,F,36,5
CHEMBL821513,B,87,5
CHEMBL884885,B,33,5
CHEMBL845816,B,33,5
CHEMBL842880,B,33,5
CHEMBL847416,B,66,5
CHEMBL847417,B,66,5
CHEMBL847418,B,66,5
CHEMBL849091,B,50,5
CHEMBL847645,B,67,5
CHEMBL852580,B,39,5
CHEMBL850652,B,46,5
CHEMBL848791,B,65,5
CHEMBL828968,B,37,5
CHEMBL829382,B,37,5
CHEMBL830912,F,58,5
CHEMBL828042,B,33,5
CHEMBL833471,B,44,5
CHEMBL833485,B,46,5
CHEMBL832676,F,34,5
CHEMBL828644,B,103,5
CHEMBL828645,B,40,5
CHEMBL829115,B,69,5
CHEMBL829158,B,38,5
CHEMBL829160,B,35,5
CHEMBL835063,B,82,5
CHEMBL831286,B,50,5
CHEMBL831569,B,50,5
CHEMBL831723,B,124,5
CHEMBL830836,B,36,5
CHEMBL831940,B,38,5
CHEMBL875716,B,45,5
CHEMBL825163,F,36,5
CHEMBL835746,F,62,5
CHEMBL826749,B,46,5
CHEMBL826750,B,46,5
CHEMBL826197,F,39,5
CHEMBL826538,F,74,5
CHEMBL884153,B,40,5
CHEMBL862215,B,44,5
CHEMBL867590,B,33,5
CHEMBL867591,B,33,5
CHEMBL867592,B,33,5
CHEMBL871365,B,34,5
CHEMBL871366,B,34,5
CHEMBL871367,B,34,5
CHEMBL862099,B,139,5
CHEMBL853560,B,51,5
CHEMBL862013,B,39,5
CHEMBL867154,F,38,5
CHEMBL865584,B,61,5
CHEMBL862601,B,47,5
CHEMBL862602,B,47,5
CHEMBL860991,B,40,5
CHEMBL861120,F,48,5
CHEMBL866910,F,39,5
CHEMBL861138,B,34,5
CHEMBL866351,B,35,5
CHEMBL870210,B,45,5
CHEMBL870211,B,45,5
CHEMBL852965,B,36,5
CHEMBL868003,B,38,5
CHEMBL864199,B,35,5
CHEMBL864230,F,33,5
CHEMBL870469,B,56,5
CHEMBL911525,B,51,5
CHEMBL908907,B,42,5
CHEMBL908897,B,93,5
CHEMBL907137,B,36,5
CHEMBL853927,F,55,5
CHEMBL910778,B,36,5
CHEMBL912011,B,78,5
CHEMBL912010,B,79,5
CHEMBL917989,B,36,5
CHEMBL917990,B,36,5
