chembl_id,assay_type,molregno_num,confidence_score
CHEMBL825022,B,37,4
CHEMBL615400,B,42,4
CHEMBL615782,B,60,4
CHEMBL616944,B,39,4
CHEMBL616480,B,46,4
CHEMBL616980,B,45,4
CHEMBL616981,B,45,4
CHEMBL617246,B,48,4
CHEMBL617547,B,33,4
CHEMBL617147,B,33,4
CHEMBL617210,B,104,4
CHEMBL617219,B,36,4
CHEMBL617242,B,51,4
CHEMBL617247,B,61,4
CHEMBL617013,B,51,4
CHEMBL617016,B,40,4
CHEMBL617444,B,43,4
CHEMBL617944,B,33,4
CHEMBL617946,B,52,4
CHEMBL617820,B,34,4
CHEMBL875083,B,36,4
CHEMBL618129,B,60,4
CHEMBL618141,B,35,4
CHEMBL619177,B,45,4
CHEMBL639501,B,85,4
CHEMBL639504,B,34,4
CHEMBL641989,B,40,4
CHEMBL642334,B,38,4
CHEMBL649117,B,44,4
CHEMBL649120,B,35,4
CHEMBL649122,B,49,4
CHEMBL649123,B,49,4
CHEMBL649126,B,34,4
CHEMBL644173,B,43,4
CHEMBL644174,B,34,4
CHEMBL644195,B,36,4
CHEMBL636672,B,47,4
CHEMBL636673,B,55,4
CHEMBL642867,B,45,4
CHEMBL642904,B,40,4
CHEMBL642910,F,36,4
CHEMBL643181,B,47,4
CHEMBL643182,B,58,4
CHEMBL649873,F,33,4
CHEMBL646320,B,37,4
CHEMBL646321,B,33,4
CHEMBL644773,B,37,4
CHEMBL645451,B,39,4
CHEMBL645453,B,56,4
CHEMBL646483,B,44,4
CHEMBL648802,B,72,4
CHEMBL643729,B,42,4
CHEMBL646359,B,45,4
CHEMBL645326,B,44,4
CHEMBL645332,B,49,4
CHEMBL643679,B,33,4
CHEMBL643682,B,37,4
CHEMBL643698,F,37,4
CHEMBL643615,B,49,4
CHEMBL648030,B,50,4
CHEMBL648040,B,51,4
CHEMBL648047,B,54,4
CHEMBL644959,B,39,4
CHEMBL641537,F,51,4
CHEMBL641405,B,88,4
CHEMBL646573,B,35,4
CHEMBL646574,B,33,4
CHEMBL645694,B,33,4
CHEMBL645698,B,34,4
CHEMBL640540,B,37,4
CHEMBL644824,F,36,4
CHEMBL645663,F,36,4
CHEMBL644029,F,33,4
CHEMBL641150,B,62,4
CHEMBL641156,B,52,4
CHEMBL643713,B,35,4
CHEMBL857028,F,37,4
CHEMBL876580,F,33,4
CHEMBL644566,F,42,4
CHEMBL642094,B,63,4
CHEMBL642101,B,47,4
